"Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI",https://arxiv.org/pdf/1910.10045
"Responsible artificial intelligence: how to develop and use AI in a responsible way",https://autosec.se/wp-content/uploads/2019/11/risevolvo2019.pdf
"Principles to practices for responsible AI: closing the gap",https://arxiv.org/pdf/2006.04707
"Responsible AI by design in practice",https://arxiv.org/pdf/1909.12838
"Responsible AI",
"Introduction to Responsible AI",
"Socially responsible ai algorithms: Issues, purposes, and challenges",https://www.jair.org/index.php/jair/article/download/12814/26713/
"Thinking responsibly about responsible AI and 'the dark side'of AI",https://www.tandfonline.com/doi/pdf/10.1080/0960085X.2022.2026621
"Characteristics and challenges in the industries towards responsible AI: a systematic literature review",https://lists.ellak.gr/epistimoniki-epitropi-ellak/2023/08/pdf7UNUr8HtGf.pdf
"Responsible AI—two frameworks for ethical design practice",https://ieeexplore.ieee.org/iel7/8566059/8995808/09001063.pdf
"The role and challenges of education for responsible AI",https://discovery.ucl.ac.uk/id/eprint/10121456/1/lre19010001.pdf
"How different groups prioritize ethical values for responsible AI",https://arxiv.org/pdf/2205.07722
"Responsible AI for conservation",https://discovery.ucl.ac.uk/id/eprint/10065664/3/Jacoby_Leeuw_Figure%201%20Participant%20Timeline.pdf
"Responsible ai systems: who are the stakeholders?",https://oro.open.ac.uk/84505/1/84505VOR.pdf
"Responsible AI: a primer for the legal community",
"Responsible AI: requirements and challenges",https://link.springer.com/article/10.1186/s42467-019-0003-z
"Measurement as governance in and for responsible AI",https://arxiv.org/pdf/2109.05658
"Leading your organization to responsible AI",https://www.mckinsey.com/~/media/McKinsey/Business%20Functions/McKinsey%20Analytics/Our%20Insights/Leading%20your%20organization%20to%20responsible%20AI/Leading-your-organization-to-responsible-AI.pdf
"Toward an understanding of responsible artificial intelligence practices",https://eprints.whiterose.ac.uk/162719/8/Toward%20an%20Understanding%20of%20Responsible%20Artificial%20Intelligence%20Practices.pdf
"Human-centered approaches to fair and responsible AI",
"The role of cooperation in responsible AI development",https://arxiv.org/pdf/1907.04534.pdf?source=post_page---------------------------
"Where responsible AI meets reality: Practitioner perspectives on enablers for shifting organizational practices",https://arxiv.org/pdf/2006.12358.pdf?utm_source=morning_brew
"Explainable AI and responsible AI",
"Artificial intelligence (AI) and information systems: perspectives to responsible AI",https://link.springer.com/article/10.1007/s10796-022-10365-3
"Responsible AI and moral responsibility: a common appreciation",https://link.springer.com/article/10.1007/s43681-020-00009-0
"Designing responsible ai: Adaptations of ux practice to meet responsible ai challenges",https://dl.acm.org/doi/pdf/10.1145/3544548.3581278
"Tools and practices for responsible AI engineering",https://arxiv.org/pdf/2201.05647
"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation",https://www.sciencedirect.com/science/article/pii/S1566253523002129
"Responsible ai pattern catalogue: A collection of best practices for ai governance and engineering",https://dl.acm.org/doi/pdf/10.1145/3626234
"Companies committed to responsible AI: From principles towards implementation and regulation?",https://link.springer.com/article/10.1007/s13347-021-00474-3
"Responsible-AI-by-design: A pattern collection for designing responsible AI systems",https://arxiv.org/pdf/2203.00905
"Principles and business processes for responsible AI",http://rogerclarke.xamax.com.au/EC/AIP-Final.pdf
"Towards a roadmap on software engineering for responsible AI",https://arxiv.org/pdf/2203.08594
"Generative ai meets responsible ai: Practical challenges and opportunities",
"Responsible AI for digital health: a synthesis and a research agenda",https://link.springer.com/article/10.1007/s10796-021-10146-4
"Understanding responsibility in Responsible AI. Dianoetic virtues and the hard problem of context",https://link.springer.com/article/10.1007/s10676-021-09616-9
"Behavioral use licensing for responsible ai",https://dl.acm.org/doi/pdf/10.1145/3531146.3533143
"Software engineering for responsible AI: An empirical study and operationalised patterns",https://arxiv.org/pdf/2111.09478
"Responsible AI: Bridging from ethics to practice",https://dl.acm.org/doi/pdf/10.1145/3445973
"Embedding responsibility in intelligent systems: from AI ethics to responsible AI ecosystems",https://www.nature.com/articles/s41598-023-34622-w
"Data cards: Purposeful and transparent dataset documentation for responsible ai",https://dl.acm.org/doi/pdf/10.1145/3531146.3533231
"AI and ethics—Operationalizing responsible AI",https://arxiv.org/pdf/2105.08867
"Responsible AI in Africa—Challenges and opportunities",https://library.oapen.org/bitstream/handle/20.500.12657/60787/1/978-3-031-08215-3.pdf#page=55
"Towards responsible AI for financial transactions",https://arxiv.org/pdf/2206.02419
"Introducing Responsible AI in Africa",https://library.oapen.org/bitstream/handle/20.500.12657/60787/978-3-031-08215-3.pdf?sequence=1#page=22
"Governance of responsible AI: from ethical guidelines to cooperative policies",https://www.frontiersin.org/articles/10.3389/fcomp.2022.873437/full
"Role of risks in the development of responsible artificial intelligence in the digital healthcare domain",
"Tackling COVID-19 through responsible AI innovation: Five steps in the right direction",https://assets.pubpub.org/97i4agr6/2192a7a6-61f5-4017-97ef-90cdaa139ead.pdf
"A manifesto for a pro-actively responsible AI in education",https://link.springer.com/article/10.1007/s40593-023-00346-1
"Responsible artificial intelligence: designing AI for human values",https://www.itu.int/dms_pub/itu-s/opb/journal/S-JOURNAL-ICTF.VOL1-2018-1-P01-PDF-E.pdf
"Ethics and responsible AI deployment",https://www.frontiersin.org/articles/10.3389/frai.2024.1377011/full
"A human rights-based approach to responsible AI",https://arxiv.org/pdf/2210.02667
"Towards shaping the future of responsible AI in africa",https://library.oapen.org/bitstream/handle/20.500.12657/60787/1/978-3-031-08215-3.pdf#page=185
"Responsible Artificial Intelligence---From Principles to Practice: A Keynote at TheWebConf 2022",https://arxiv.org/pdf/2205.10785
"Financial risk management and explainable, trustworthy, responsible AI",https://www.frontiersin.org/articles/10.3389/frai.2022.779799/full?trk=public_post_comment-text
"Co-shaping an ecosystem for responsible AI: Five types of expectation work in response to a technological frame",https://link.springer.com/article/10.1007/s10796-022-10269-2
"A pathway towards responsible ai generated content",https://arxiv.org/pdf/2303.01325
"Developing a Curriculum for Ethical and Responsible AI: A University Course on Safety, Fairness, Privacy, and Ethics to Prepare Next Generation of AI Professionals",
"MLOps: A Guide to its Adoption in the Context of Responsible AI",
"Responsible AI through conceptual engineering",
"Responsible AI (RAI) Games and Ensembles",https://proceedings.neurips.cc/paper_files/paper/2023/file/e6057bf047bcc5f86ebf4e8db6e24a1f-Paper-Conference.pdf
"Progressing towards responsible AI",https://arxiv.org/pdf/2008.07326
"Toward responsible ai: An overview of federated learning for user-centered privacy-preserving computing",
"Responsible ai pattern catalogue: a multivocal literature review",https://arxiv.org/pdf/2209.04963
"Responsible artificial intelligence (AI) for value formation and market performance in healthcare: The mediating role of patient's cognitive engagement",https://link.springer.com/article/10.1007/s10796-021-10136-6
"Towards implementing responsible AI",https://arxiv.org/pdf/2205.04358
"Responsible AI: Concepts, critical perspectives and an Information Systems research agenda",https://uia.brage.unit.no/uia-xmlui/bitstream/handle/11250/3106405/Article.pdf?sequence=4
"Responsible Artificial Intelligence: Recommendations and Lessons Learned",https://library.oapen.org/bitstream/handle/20.500.12657/60787/978-3-031-08215-3.pdf?sequence=1#page=210
"An assessment of the barriers impacting responsible artificial intelligence",
"Responsible AI–Key themes, concerns & recommendations for European research and innovation",https://eprints.soton.ac.uk/426307/1/Responsible_AI_Consultation_Public_Recommendations_V1.0.pdf
"Leverage zones in Responsible AI: towards a systems thinking conceptualization",https://www.nature.com/articles/s41599-023-01579-0
"How to teach responsible AI in Higher Education: challenges and opportunities",https://link.springer.com/article/10.1007/s10676-023-09733-7
"A sociotechnical perspective for responsible AI maturity models: Findings from a mixed-method literature review",https://www.sciencedirect.com/science/article/pii/S266709682300040X
"What's next for responsible artificial intelligence: a way forward through responsible innovation",https://www.cell.com/heliyon/pdf/S2405-8440(23)01586-4.pdf
"Toward responsible artificial intelligence in long-term care: a scoping review on practical approaches",https://academic.oup.com/gerontologist/article/63/1/155/6454353
"Caring in the in-between: a proposal to introduce responsible AI and robotics to healthcare",https://link.springer.com/article/10.1007/S00146-021-01330-W
"Explainable and responsible artificial intelligence",https://link.springer.com/article/10.1007/s12525-022-00607-2
"Learning about Responsible AI On-The-Job: Learning Pathways, Orientations, and Aspirations",https://dl.acm.org/doi/pdf/10.1145/3630106.3658988
"Accelerating AI adoption with responsible AI signals and employee engagement mechanisms in health care",https://link.springer.com/article/10.1007/s10796-021-10154-4
"Towards responsible AI: a design space exploration of human-centered artificial intelligence user interfaces to investigate fairness",https://arxiv.org/pdf/2206.00474
"Responsible AI, SDGS, and AI governance in Africa",https://www.researchgate.net/profile/Damian-Eke/publication/362712127_Responsible_AI_SDGs_and_AI_Governance_in_Africa/links/62fb6982e3c7de4c345f3ace/Responsible-AI-SDGs-and-AI-Governance-in-Africa.pdf
"From ethics to standards–A path via responsible AI to cyber-physical production systems",https://www.sciencedirect.com/science/article/pii/S1367578822000177
"How Can Responsible AI Be Implemented?",https://library.oapen.org/bitstream/handle/20.500.12657/89843/1/9781040033739.pdf#page=50
"Responsible Artificial Intelligence: A Structured Literature Review",https://arxiv.org/pdf/2403.06910
"Responsible artificial intelligence as a secret ingredient for digital health: Bibliometric analysis, insights, and research directions",https://link.springer.com/article/10.1007/s10796-021-10142-8
"How to Regulate Large Language Models for Responsible AI",https://ieeexplore.ieee.org/iel7/8566059/9001030/10536000.pdf
"Participatory AI: Reducing AI bias and developing socially responsible AI in smart cities",https://www.researchgate.net/profile/Gregory-Falco/publication/333916704_Participatory_AI_Reducing_AI_Bias_and_Developing_Socially_Responsible_AI_in_Smart_Cities/links/5d0c7115299bf1547c71673b/Participatory-AI-Reducing-AI-Bias-and-Developing-Socially-Responsible-AI-in-Smart-Cities.pdf
"Responsible AI and analytics for an ethical and inclusive digitized society",https://uia.brage.unit.no/uia-xmlui/bitstream/handle/11250/2987440/article.pdf?sequence=5
"Resolving ethics trade-offs in implementing responsible AI",https://arxiv.org/pdf/2401.08103
"Establishing data provenance for responsible artificial intelligence systems",https://kups.ub.uni-koeln.de/53868/1/TMIS_manuscript_DataProvenance.pdf
"Fair and Responsible AI: A focus on the ability to contest",https://arxiv.org/pdf/2102.10787
"The Cambridge handbook of responsible artificial intelligence: interdisciplinary perspectives",
"The use of responsible artificial intelligence techniques in the context of loan approval processes",https://erasmopurif.com/assets/pdf/publications/2022_IJHCI.pdf
"Responsible AI: Gender bias assessment in emotion recognition",https://arxiv.org/pdf/2103.11436
"Responsible AI in Africa: challenges and opportunities",https://library.oapen.org/bitstream/handle/20.500.12657/60787/978-3-031-08215-3.pdf?sequence=1
"Causal learning for socially responsible AI",https://arxiv.org/pdf/2104.12278
"RAISE: leveraging responsible AI for service excellence",https://cba.lmu.edu/media/lmucollegeofbusinessadministration/documents/RAISE_2024.pdf
"Is there a place for responsible artificial intelligence in pandemics? A tale of two countries",https://link.springer.com/article/10.1007/s10796-021-10140-w
"The application of the principles of responsible AI on social media marketing for digital health",https://link.springer.com/article/10.1007/s10796-021-10191-z
"Advancing the Understanding of the Role of Responsible AI in the Continued Use of IoMT in Healthcare",https://link.springer.com/article/10.1007/s10796-021-10193-x
"A Rapid Review of Responsible AI frameworks: How to guide the development of ethical AI",https://arxiv.org/pdf/2306.05003
"Macro Ethics Principles for Responsible AI Systems: Taxonomy and Directions",https://dl.acm.org/doi/pdf/10.1145/3672394
"A Framework for Responsible AI Education",
"Ethical implications of artificial intelligence in accounting: A framework for responsible ai adoption in multinational corporations in Jordan",http://growingscience.com/ijds/Vol8/ijdns_2023_162.pdf
"A decentralized approach towards responsible ai in social ecosystems",https://ojs.aaai.org/index.php/ICWSM/article/download/19274/19046
"Strategies for Increasing Corporate Responsible AI Prioritization",https://arxiv.org/pdf/2405.03855
"Professionally responsible artificial intelligence",https://digitalcommons.law.uw.edu/cgi/viewcontent.cgi?article=1540&context=faculty-articles
"Aspects and views on responsible artificial intelligence",
"Is explainable AI responsible AI?",https://link.springer.com/article/10.1007/s00146-024-01939-7
"Responsible AI challenges in end-to-end machine learning",https://arxiv.org/pdf/2101.05967
"Towards ecosystems for responsible AI: expectations on sociotechnical systems, agendas, and networks in EU documents",https://inria.hal.science/hal-03648129/file/512902_1_En_20_Chapter.pdf
"Human-Centered Responsible Artificial Intelligence: Current & Future Trends",https://arxiv.org/pdf/2302.08157
"Five Ps: Leverage zones towards responsible AI",https://arxiv.org/pdf/2205.01070
"Collect, measure, repeat: Reliability factors for responsible AI data collection",https://ojs.aaai.org/index.php/HCOMP/article/download/27547/27320
"“It is currently hodgepodge”: Examining AI/ML Practitioners' Challenges during Co-production of Responsible AI Values",https://dl.acm.org/doi/pdf/10.1145/3544548.3580903
"Towards socially responsible ai: Cognitive bias-aware multi-objective learning",https://aaai.org/ojs/index.php/AAAI/article/download/5654/5510
"Societal responsibility of artificial intelligence: Towards an ethical and eco-responsible AI",
"Responsible AI in automated credit scoring systems",
"Promoting responsible AI: A European perspective on the governance of artificial intelligence in media and journalism",https://www.degruyter.com/document/doi/10.1515/commun-2022-0091/html
"Who is responsible for 'responsible AI'?: Navigating challenges to build trust in AI agriculture and food system technology",https://link.springer.com/article/10.1007/s11119-023-10063-3
"On the Road to Designing Responsible AI Systems in Military Cyber Operations",https://papers.academic-conferences.org/index.php/eccws/article/download/204/358
"Building responsible AI algorithms",
"Toward trustworthy and responsible artificial intelligence policy development",
"Responsible artificial intelligence in agriculture requires systemic understanding of risks and externalities",https://biblio.iita.org/documents/S22ArtTzachorResponsibleInthomNodev.pdf-7534ce8347d769bedd90ac59f392cc87.pdf
"Responsible artificial intelligence in Sub-Saharan Africa: landscape and general state of play",https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/59997/1/739b3b9a-6a8a-4b32-8db8-291cb621d2dd.pdf
"Responsible AI in Farming: A Multi-Criteria Framework for Sustainable Technology Design",https://www.mdpi.com/2076-3417/14/1/437
"LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling",https://link.springer.com/article/10.1007/s44163-024-00129-0
"Faking it and breaking it: Responsible AI is needed now",
"Responsible AI for Earth Observation",https://arxiv.org/pdf/2405.20868
"A Scoping Study of Evaluation Practices for Responsible AI Tools: Steps Towards Effectiveness Evaluations",https://arxiv.org/pdf/2401.17486
"A global perspective on data powering responsible AI solutions in health applications",https://link.springer.com/article/10.1007/s43681-023-00302-8
"Socially responsible artificial intelligence empowered people analytics: a novel framework towards sustainability",https://journals.sagepub.com/doi/pdf/10.1177/15344843231200930
"Responsible AI practice and AI education are central to AI implementation: a rapid review for all medical imaging professionals in Europe",https://academic.oup.com/bjro/article-pdf/5/1/20230033/54224346/bjro.20230033.pdf
"Responsible AI literacy: A stakeholder-first approach",https://journals.sagepub.com/doi/pdf/10.1177/20539517231219958
"Road map for research on responsible artificial intelligence for development (AI4D) in African countries: The case study of agriculture",https://www.cell.com/patterns/pdf/S2666-3899(21)00248-8.pdf
"Responsible AI-based credit scoring–a legal framework",
"Responsible AI: An Urgent Mandate",
"A responsible AI framework: pipeline contextualisation",https://link.springer.com/article/10.1007/s43681-022-00154-8
"To be a responsible AI leader, focus on being responsible",https://sloanreview.mit.edu/projects/to-be-a-responsible-ai-leader-focus-on-being-responsible/
"Challenges of responsible AI in practice: scoping review and recommended actions",https://link.springer.com/article/10.1007/s00146-024-01880-9
"Towards a 'Responsible AI': can India take the lead?",https://journals.sagepub.com/doi/pdf/10.1177/1391561420908728
"Making Responsible AI the Norm rather than the Exception",https://arxiv.org/pdf/2101.11832
"Responsible AI: Portraits with Intelligent Bibliometrics",https://arxiv.org/pdf/2405.02846
"AI as a User of AI: Towards Responsible Autonomy",https://www.cell.com/heliyon/fulltext/S2405-8440(24)07428-0
"Model checking human-agent collectives for responsible AI",
"Developing responsible chatbots for financial services: A pattern-oriented responsible AI engineering approach",https://ieeexplore.ieee.org/iel7/9670/5196652/10268394.pdf
"Towards a responsible AI development lifecycle: Lessons from information security",https://arxiv.org/pdf/2203.02958
"Farsight: Fostering Responsible AI Awareness During AI Application Prototyping",https://arxiv.org/html/2402.15350v1
"Responsible media technology and AI: challenges and research directions",https://link.springer.com/article/10.1007/s43681-021-00126-4
"Responsible AI and the Arts: The Ethical and Legal Implications of AI in the Arts and Creative Industries",https://ora.ox.ac.uk/objects/uuid:a803ecc0-c8cc-42a0-be17-848334dc3cf5/files/r5d86p1015
